Id	Word	Percentage Known	Prevalence	N	Length	Coltheart's N	OLD20	Relative Frequency	Zipf	Relative Contextual Diversity	Logarithm Contextual Diversity
12171	diabètic	1.00	2.58	388	8	0	2.45	1.04	3.02	1937.22	3.29
12172	diabetis	0.97	1.76	431	8	0	2.90	6.38	3.81	6322.72	3.80
12173	diable	0.99	2.13	430	6	3	1.75	11.06	4.04	20560.73	4.31
12174	diableria	0.71	0.54	412	9	0	2.90	0.01	0.86	11.89	1.11
12175	diablessa	0.97	1.86	416	9	0	3.10	0.16	2.20	285.24	2.46
12176	diabló	0.72	0.57	410	6	1	2.30	0.03	1.46	35.65	1.56
12177	diabòlic	1.00	2.44	439	8	0	2.40	2.24	3.35	5954.29	3.78
12178	diàbolo	0.77	0.74	405	7	0	2.90	0.32	2.50	344.66	2.54
12179	diaca	0.64	0.35	410	5	2	1.90	0.32	2.50	546.70	2.74
12180	diàclasi	0.38	-0.29	426	8	0	3.40	0.01	1.03	35.65	1.56
12181	diaconal	0.43	-0.17	409	8	2	2.65	0.04	1.56	23.77	1.39
12182	diaconat	0.53	0.07	411	8	1	2.60	0.07	1.86	59.42	1.78
12183	diaconessa	0.43	-0.18	417	10	0	3.70	0.01	1.03	23.77	1.39
12184	diaconia	0.54	0.11	413	8	1	2.45	0.01	0.86	23.77	1.39
12185	diacrític	0.96	1.69	420	9	0	2.80	0.04	1.63	118.85	2.08
12186	diacronia	0.71	0.54	436	9	0	2.65	0.00	0.56	11.89	1.11
12187	diacrònic	0.93	1.45	420	9	0	2.75	0.01	0.86	23.77	1.39
12188	diada	1.00	2.58	426	5	9	1.30	9.72	3.99	13215.91	4.12
12189	diadema	0.96	1.73	402	7	0	2.75	0.90	2.95	1735.18	3.24
12190	diàfan	0.99	2.12	408	6	0	2.35	0.20	2.30	594.24	2.78
12191	diafanitat	0.75	0.68	417	10	0	3.15	0.00	0.56	11.89	1.11
12192	diàfisi	0.55	0.13	426	7	1	2.80	0.04	1.56	95.08	1.98
12193	diafonia	0.87	1.10	401	8	2	2.45	0.00	0.56	11.89	1.11
12194	diaforesi	0.47	-0.08	428	9	0	3.55	0.01	1.03	35.65	1.56
12195	diaforètic	0.62	0.31	402	10	0	3.65	0.01	0.86	23.77	1.39
12196	diafragma	1.00	2.33	410	9	0	3.40	1.35	3.13	2994.97	3.48
12197	diàglif	0.21	-0.81	399	7	0	3.15	0.04	1.60	47.54	1.69
12198	diagnosi	0.97	1.77	445	8	0	2.80	0.67	2.83	1770.84	3.25
12199	diagnòstic	0.99	2.26	424	10	1	2.70	8.37	3.92	19372.24	4.29
12200	diagnosticar	0.99	2.26	421	12	1	2.20	3.81	3.58	8842.30	3.95
12201	diagonal	1.00	2.43	398	8	1	2.60	7.83	3.89	15450.26	4.19
12202	diagonalment	0.97	1.85	439	12	0	3.85	0.02	1.33	71.31	1.86
12203	diagrama	1.00	2.44	414	8	0	2.55	0.48	2.68	1236.02	3.09
12204	diagramar	0.66	0.41	433	9	1	2.70	0.01	1.03	35.65	1.56
12205	dial	0.95	1.58	423	4	6	1.45	1.10	3.04	2210.58	3.35
12206	dialectal	0.95	1.62	437	9	0	3.10	0.19	2.29	463.51	2.67
12207	dialecte	0.99	2.13	427	8	0	2.60	1.46	3.17	3601.10	3.56
12208	dialèctic	0.98	2.02	419	9	1	2.55	0.19	2.28	594.24	2.78
12209	dialectòleg	0.90	1.24	428	11	0	3.90	0.02	1.33	59.42	1.78
12210	diàleg	1.00	2.58	431	6	0	2.60	20.52	4.31	35785.17	4.55
12211	diàlisi	0.99	2.16	387	7	1	2.65	1.06	3.03	1414.29	3.15
12212	dialogar	0.99	2.25	411	8	2	1.70	3.62	3.56	8913.61	3.95
12213	dialògic	0.63	0.34	426	8	0	2.60	0.01	1.16	47.54	1.69
12214	diamagnètic	0.64	0.35	420	11	0	3.85	0.01	0.86	23.77	1.39
12215	diamant	1.00	2.45	443	7	0	1.70	9.46	3.98	13726.96	4.14
12216	diamantar	0.68	0.47	421	9	1	2.30	0.01	0.86	11.89	1.11
12217	diamantat	0.86	1.07	385	9	1	2.30	0.00	0.56	11.89	1.11
12218	diamantí	0.88	1.13	401	8	4	2.20	0.40	2.60	380.31	2.58
12219	diamantífer	0.62	0.29	404	11	0	3.30	0.00	0.56	11.89	1.11
12220	diamantista	0.77	0.73	403	11	0	3.30	0.00	0.56	11.89	1.11
12221	diametral	0.95	1.58	423	9	0	3.55	0.01	0.86	23.77	1.39
12222	diàmetre	1.00	2.58	431	8	0	2.70	4.61	3.66	11659.00	4.07
12223	diamina	0.37	-0.32	405	7	1	1.90	0.01	1.16	47.54	1.69
12224	diana	0.99	2.33	397	5	7	1.55	24.63	4.39	24767.95	4.39
12225	diantre	0.84	0.98	407	7	0	2.50	3.77	3.58	9888.16	4.00
12226	dianye	0.04	-1.74	412	6	0	2.00	0.01	0.86	11.89	1.11
12227	diapasó	0.90	1.25	412	7	0	2.90	0.32	2.50	546.70	2.74
12228	diapausa	0.34	-0.40	422	8	0	2.90	0.02	1.25	47.54	1.69
12229	diapir	0.11	-1.21	401	6	0	2.40	0.03	1.46	47.54	1.69
12230	diapositiva	0.99	2.27	440	11	1	2.90	0.28	2.44	831.94	2.92
12231	diaprat	0.07	-1.43	429	7	0	2.90	0.00	0.56	11.89	1.11
12232	diàpsids	0.41	-0.22	380	8	0	3.05	0.00	0.56	11.89	1.11
12233	diaqueni	0.12	-1.14	418	8	0	2.90	0.00	0.56	11.89	1.11
12234	diari	1.00	2.44	421	5	1	1.85	63.30	4.80	113345.46	5.05
12235	diàriament	0.99	2.17	402	10	0	3.00	3.84	3.59	11575.81	4.06
12236	diarrea	0.98	1.96	392	7	0	2.45	2.48	3.40	5882.98	3.77
12237	diarreic	0.88	1.14	415	8	0	2.70	0.01	0.86	23.77	1.39
12238	diàspora	0.92	1.36	443	8	0	2.85	0.43	2.64	1117.17	3.05
12239	diastàltic	0.36	-0.35	422	10	0	3.75	0.01	0.86	11.89	1.11
12240	diastema	0.53	0.07	400	8	0	2.80	0.01	1.16	35.65	1.56
12241	diàstole	0.89	1.21	449	8	0	3.00	0.05	1.73	106.96	2.03
12242	diatomees	0.33	-0.44	424	9	0	3.15	0.11	2.03	154.50	2.19
12243	diatòmic	0.77	0.72	409	8	2	2.40	0.00	0.56	11.89	1.11
12244	diatomita	0.31	-0.50	430	9	0	2.95	0.01	0.86	23.77	1.39
12245	diatònic	0.88	1.17	430	8	2	2.15	0.30	2.48	404.08	2.61
12246	diatriba	0.56	0.14	387	8	0	2.95	0.10	1.99	285.24	2.46
12247	diazo	0.03	-1.78	430	5	0	2.00	0.00	0.56	11.89	1.11
12248	diazocòpia	0.22	-0.75	396	10	0	4.35	0.00	0.56	11.89	1.11
12249	dibàsic	0.33	-0.43	440	7	0	2.75	0.00	0.56	11.89	1.11
12250	dibetú	0.04	-1.70	426	6	0	2.65	0.02	1.33	35.65	1.56
12251	dibuix	1.00	2.58	430	6	0	1.80	31.63	4.50	55751.66	4.75
12252	dibuixant	1.00	2.58	416	9	0	2.20	7.39	3.87	17720.26	4.25
12253	dibuixar	1.00	2.58	426	8	2	1.75	17.32	4.24	34085.64	4.53
12254	dic	0.99	2.13	429	3	24	1.00	332.48	5.52	453500.67	5.66
12255	dicarboxílic	0.52	0.06	420	12	0	5.75	0.02	1.25	11.89	1.11
12256	dicasteri	0.24	-0.69	417	9	0	3.15	0.01	1.03	35.65	1.56
12257	dicció	0.93	1.46	431	6	2	1.90	0.65	2.81	1556.91	3.19
12258	diccionari	1.00	2.44	413	10	0	2.80	12.37	4.09	25124.49	4.40
12259	dicorínia	0.22	-0.77	409	9	0	3.25	0.01	1.16	11.89	1.11
12260	dicòtom	0.71	0.53	394	7	0	2.85	0.00	0.56	11.89	1.11
12261	dicotomia	0.93	1.42	411	9	0	2.85	0.47	2.68	1461.83	3.17
12262	dicotòmic	0.87	1.12	432	9	0	3.20	0.01	1.03	35.65	1.56
12263	dicroic	0.29	-0.54	429	7	0	2.95	0.00	0.56	11.89	1.11
12264	dicromat	0.64	0.35	435	8	1	2.70	0.02	1.25	23.77	1.39
12265	dictador	1.00	2.44	407	8	0	2.25	5.35	3.73	11552.04	4.06
12266	dictadura	1.00	2.58	398	9	1	2.55	11.38	4.06	21963.13	4.34
12267	dictàfon	0.89	1.21	421	8	0	3.05	0.05	1.73	106.96	2.03
12268	dictam	0.59	0.22	422	6	3	1.80	0.01	0.86	11.89	1.11
12269	dictamen	0.93	1.45	401	8	1	2.15	1.40	3.15	3006.86	3.48
12270	dictaminar	0.98	2.02	411	10	1	2.10	0.45	2.66	1461.83	3.17
12271	dictar	1.00	2.44	427	6	2	1.70	3.12	3.50	8770.99	3.94
12272	dictat	1.00	2.58	432	6	3	1.70	64.47	4.81	21713.55	4.34
12273	dictatorial	1.00	2.44	423	11	0	3.75	0.46	2.66	1402.41	3.15
12274	dicteri	0.39	-0.27	420	7	0	2.10	0.01	1.16	23.77	1.39
12275	dictiòpters	0.47	-0.08	417	11	0	4.25	0.01	1.16	35.65	1.56
12276	dictiotals	0.14	-1.06	416	10	0	3.90	0.00	0.56	11.89	1.11
12277	dida	0.90	1.27	427	4	14	1.05	0.98	2.99	2270.00	3.36
12278	didàctic	1.00	2.34	426	8	0	2.75	0.57	2.76	1794.61	3.25
12279	didal	0.98	2.00	453	5	4	1.65	0.46	2.67	1010.21	3.01
12280	didalera	0.83	0.94	408	8	0	2.80	0.05	1.73	142.62	2.16
12281	didalets	0.89	1.23	424	8	0	2.70	0.01	1.16	47.54	1.69
12282	didatge	0.41	-0.23	423	7	0	2.15	0.00	0.56	11.89	1.11
12283	didèlfids	0.20	-0.81	405	9	0	3.95	0.00	0.56	11.89	1.11
12284	dídim	0.15	-1.01	403	5	0	1.95	0.01	0.86	11.89	1.11
12285	dido	0.32	-0.47	412	4	9	1.50	0.14	2.14	273.35	2.44
12286	didot	0.61	0.28	397	5	0	1.95	0.01	0.86	23.77	1.39
12287	diè	0.17	-0.95	390	3	10	1.45	0.00	0.56	11.89	1.11
12288	diedre	0.61	0.27	421	6	1	2.25	0.03	1.46	83.19	1.93
12289	dielèctric	0.64	0.36	414	10	0	2.95	0.03	1.40	47.54	1.69
12290	diencèfal	0.58	0.19	422	9	0	3.75	0.01	0.86	23.77	1.39
12291	dienda	0.08	-1.36	399	6	0	1.95	0.01	1.03	23.77	1.39
12292	dièresi	0.99	2.19	422	7	1	2.55	4.41	3.64	8188.64	3.91
12293	dièsel	0.98	2.03	425	6	1	2.65	2.23	3.35	4124.03	3.62
12294	diesi	0.18	-0.91	393	5	0	1.85	0.03	1.46	47.54	1.69
12295	dieta	0.99	2.19	421	5	6	1.65	20.41	4.31	35499.94	4.55
12296	dietari	0.99	2.17	394	7	0	2.25	0.93	2.97	1758.95	3.25
12297	dietètic	1.00	2.44	427	8	0	2.60	0.22	2.35	653.67	2.82
12298	dietista	1.00	2.44	413	8	2	2.20	0.38	2.58	1022.09	3.01
12299	difamació	1.00	2.44	427	9	0	2.85	0.72	2.86	2044.19	3.31
12300	difamador	1.00	2.43	377	9	0	2.65	0.01	1.03	35.65	1.56
12301	difamant	0.98	2.03	435	8	0	2.05	0.03	1.51	106.96	2.03
12302	difamar	0.98	1.91	434	7	1	1.90	0.31	2.49	938.90	2.97
12303	difamatori	0.99	2.13	423	10	0	3.05	0.05	1.73	106.96	2.03
12304	difenil	0.29	-0.56	413	7	1	2.35	0.01	1.03	23.77	1.39
12305	diferència	1.00	2.34	416	10	2	2.25	82.72	4.92	169679.47	5.23
12306	diferencial	1.00	2.44	438	11	2	1.80	2.19	3.34	6073.14	3.78
12307	diferenciar	1.00	2.58	428	11	2	1.75	4.07	3.61	12193.82	4.09
12308	diferent	1.00	2.35	442	8	2	2.00	157.44	5.20	297191.62	5.47
12309	diferentment	0.86	1.06	457	12	0	3.45	0.09	1.94	261.47	2.42
12310	diferible	0.88	1.17	409	9	1	2.85	0.01	0.86	23.77	1.39
12311	diferir	0.99	2.18	414	7	6	1.65	0.09	1.94	273.35	2.44
12312	diferit	0.99	2.12	412	7	5	1.65	0.27	2.42	784.40	2.90
12313	difícil	1.00	2.58	414	7	0	2.85	209.31	5.32	366313.69	5.56
12314	difícilment	0.99	2.13	422	11	0	3.90	5.53	3.74	17054.71	4.23
12315	dificultar	0.98	1.92	438	10	1	1.85	0.89	2.95	2804.82	3.45
12316	dificultat	0.99	2.27	444	10	1	1.95	16.74	4.22	43189.41	4.64
12317	dificultós	0.99	2.13	426	10	2	2.20	0.33	2.52	1069.63	3.03
12318	difident	0.17	-0.96	433	8	0	2.65	0.02	1.25	23.77	1.39
12319	difondre	1.00	2.44	439	8	2	2.25	3.82	3.58	10957.80	4.04
12320	difracció	0.66	0.42	426	9	0	2.65	0.04	1.63	130.73	2.12
12321	difractar	0.43	-0.17	400	9	0	2.80	0.00	0.56	11.89	1.11
12322	diftèria	0.98	1.89	445	8	0	2.75	0.44	2.65	511.05	2.71
12323	diftong	0.95	1.63	427	7	0	2.55	0.07	1.86	142.62	2.16
12324	diftongació	0.77	0.75	431	11	0	3.90	0.00	0.56	11.89	1.11
12325	difuminar	0.99	2.19	428	9	1	1.90	0.13	2.12	404.08	2.61
12326	difunt	0.99	2.26	430	6	0	2.05	4.57	3.66	11350.00	4.06
12327	difús	0.97	1.80	384	5	1	1.95	0.26	2.41	784.40	2.90
12328	difusió	0.99	2.25	412	7	0	2.35	3.57	3.55	10054.55	4.00
12329	difusor	0.99	2.13	431	7	1	2.40	0.50	2.70	1188.48	3.08
12330	digerible	0.99	2.19	421	9	1	2.65	0.39	2.59	1117.17	3.05
12331	digerir	0.98	2.05	391	7	4	1.75	3.21	3.51	8343.14	3.92
12332	digest	0.80	0.82	443	6	0	1.95	0.10	2.00	297.12	2.47
12333	digestible	0.88	1.17	403	10	0	3.10	0.01	1.16	47.54	1.69
12334	digestió	1.00	2.58	435	8	1	2.35	3.32	3.52	8057.90	3.91
12335	digestiu	1.00	2.43	395	8	1	2.45	2.70	3.43	6334.61	3.80
12336	digestor	0.60	0.25	419	8	1	2.50	0.09	1.95	118.85	2.08
12337	dígit	1.00	2.44	427	5	1	1.90	0.15	2.17	380.31	2.58
12338	digitació	0.84	0.97	421	9	0	2.60	0.05	1.73	166.39	2.22
12339	digital	1.00	2.58	411	7	2	2.20	19.58	4.29	29046.48	4.46
12340	digitalina	0.34	-0.41	399	10	0	3.05	0.09	1.95	154.50	2.19
